Field Identifier,Category,Sub-Category,Field Name,Tooltip,Component,Options,Unit,Document-Support,Dependency,Show when value is,Mandatory Field
11,General,Methodik,"Die Methodik umfasst Umwelt, Soziales und Governance","Deckt die Methodik die Bereiche Umwelt, Soziales und Governance ab?
Hier sollte darauf eingangen werden, ob die Methodik alle drei Bereiche abdeckt oder ein Fokus auf bestimmte Themenbereiche vorliegt.",Yes/No,,,,,,
12,General,Methodik,Datenquelle,"Welche Quellen werden für die Datenerhebung verwendet?
Angabe von Quellen für die Datenerhebung, zum Beispiel Nachhaltigkeitsberichte von Unternehmen, Daten von NGOs etc.",Multiple Documents With Descriptions,,,,,,
13,General,Methodik,Daten Plausibilitätsprüfung,"Wie werden die erhobenen Daten plausibilisiert?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten (z.B. numerische Daten werden verlangt und Text wurde eingetragen)",String,,,,,,
14,General,Methodik,Intervalle für die Datenaktualisierung,"In welchen Zeiträumen erfolgt eine Aktualisierung der Daten?
Angabe des Zeitraums in dem das Rating aktualisiert wird (z.B. quartalsweise, monatlich), sowie wie z.B. mit Adhoc Meldungen umgegangen wird.",String,,,,,,
15,General,Methodik,Zuverlässigkeit der Methodik sicherstellen,"Wie wird die Reliabilität der Methodik sichergestellt?
Bei einer Methodik muss sichergestellt werden, dass mehrere Anwender zum selben Ergebnis kommen. Angaben dazu, wie das gewährleistet wird.",String,,,,,,
16,General,Methodik,Minimieren oder verhindern Sie subjektive Faktoren,"Wie werden subjektive Einflussfaktoren minimiert bzw. verhindert?
Subjektive Einschätzungen spielen im Rating Markt eine große Rolle, Angaben dazu, wie Subjektivität reduziert wird. (z.B. durch Vier-Augen Prinzip, automatische Prozesse)",String,,,,,,
17,General,Methodik,Liste potenzieller Interessenkonflikte,"Bitte führen Sie mögliche Interessenskonflikte auf.
Kurze Beschreibung möglicher entstehender Interessenskonflikte bei der Bewertung eines Unternehmens.",String,,,,,,
18,General,Methodik,Interessenkonflikten entgegenwirken,"Wie wird Interessenskonflikten entgegengewirkt?
Wenn der Erheber der Daten zugleich der Nutzer der Daten ist, kann es zu Interessenskonflikten kommen. Beschreibung der Prozesse, um dem entgegenzuwirken (z.B. Maßnahmen zur Erhöhung der Transparenz, Erfüllung bestimmter Vorgaben, Vier-Augen Prinzip)",String,,,,,,
19,General,Methodik,Dokumentation der Datenerfassung und Sicherstellung des Prozesses,"Wie wird die Dokumentation der erhobenen Daten und der Prozesse sichergestellt?
Angabe des Dokumentationsortes von Daten und Prozessen und Ausführung der Art und Weise der Dokumentation. Angabe von Maßnahmen zur Unveränderlichkeit von Informationen.",String,,,,,,
20,General,Methodik,Bewertung von Qualitätsstandards,Welche Qualitätsstandards liegen Ihrem Rating zugrunde?,String,,,,,,
21,General,Methodik,Rating-Transparenzstandards,Welche Transparenzstandards liegen Ihrem Rating zugrunde?,String,,,,,,
22,General,Methodik,Qualitätssicherungsprozess,Gibt es einen Qualitätssicherungsprozess?,Yes/No,,,,,,
"22,1",General,Methodik,"Falls nein, geben Sie bitte die Gründe an","Wenn Nein, bitte begründen",String,,,,22,No,
23,General,Methodik,Struktur des Qualitätssicherungsprozesses,"Wie ist der Qualitätssicherungsprozess aufgebaut?
Beschreibung des Prozesses, wie z.B. sichergestellt wird, dass keine falschen Daten oder unvollständige Daten erhoben werden.",String,,,,22,Yes,
24,General,Methodik,Die Aktualität der Methodik,"Wie wird die Aktualität der Methodik sichergestellt?
Angaben dazu, wie Adhoc/kurzfristige Meldungen bei Emittenten und kurzfristige regulatorische Veränderungen überwacht und in die Methodik integriert werden.",String,,,,22,Yes,
25,General,Methodik,PAIs in die Analyse einbezogen,Werden PAIs in der Analyse berücksichtigt?,Yes/No,,,,,,
26,General,Methodik,Liste der eingeschlossenen PAIs,Welche PAIs werden in der Analyse berücksichtigt?,String,,,,25,Yes,
27,General,Methodik,Quelle der PAI-Sammlung,Welche Quellen werden für die Erhebung der PAIs verwendet?,String,,,,25,Yes,
28,General,Methodik,Umgang mit Ausreißern,Wie erfolgt der Umgang mit Ausreißern?,String,,,,25,Yes,
29,General,Methodik,Identifizierung von kontroversen Geschäften,Wie werden kontroverse Geschäftsfelder identifiziert?,String,,,,,,
30,General,Methodik,Aktuelle Kontroversen,Wie wird die Aktualität der Kontroversen gewährleistet?,String,,,,,,
31,General,Methodik,Kontroversen um die Quellenerfassung,Welche Quellen werden zur Erfassung von Kontroversen genutzt?,String,,,,,,
32,Environmental,Nachhaltigskeitsrisiken,Methodik für ökologische Nachhaltigkeitsrisiken,"Werden Nachhaltigkeitsrisiken bezogen auf den Bereich Umwelt in der Methodik abgebildet?
Nachhaltigkeitsrisiken können einen wesentlichen negativen Einfluss auf die Performance eines Unternehmens haben. Angaben dazu, ob Nachhaltigkeitsrisiken aus dem Bereich Umwelt in der Methodik abgebildet werden.",Yes/No,,,,,,
"32,1",Environmental,Nachhaltigskeitsrisiken,"Wenn Nein, bitte begründen",,String,,,,32,No,
33,Environmental,Nachhaltigskeitsrisiken,Kartierte Risiken für die ökologische Nachhaltigkeit,"Welche Nachhaltigkeitsrisiken im Bereich Umwelt werden abgebildet?
Aufführung der Nachhaltigkeitsrisiken, die abgebildet werden können. (z.B. Klimarisiken, Risiken bzgl. Biodiversität, Risiken bzgl. Wasser)",String,,,,32,Yes,
34,Environmental,Nachhaltigskeitsrisiken,Identifizierung der wesentlichen Risiken für die ökologische Nachhaltigkeit und der Konstruktionsmethodik,"Wie werden wesentliche Nachhaltigkeitsrisiken eines Unternehmens im Bereich Umwelt identifiziert und in der Methodik berücksichtigt?
Angaben zur Wesentlichkeitsanalyse bei der Einstufung der Wesentlichkeit eines Risikos bezogen auf ein Unternehmen. Sowie Angaben dazu, wie sich die unterschiedliche Risikoeinstufung in der Methodik widerspiegelt.",String,,,,32,Yes,
35,Environmental,Nachhaltigskeitsrisiken,Umweltbewertung unter Berücksichtigung von Nachhaltigkeitsrisiken,"Wie werden Nachhaltigkeitsrisiken in der Bewertung bezogen auf den Bereich Umwelt berücksichtigt?
Angaben dazu, ob Nachhaltigkeitsrisiken aus dem Bereich Umwelt in die Erstellung des Ratings miteinbezogen werden und wenn ja wie.",String,,,,32,Yes,
36,Environmental,Nachhaltigskeitsrisiken,Risiken für die ökologische Nachhaltigkeit absichern,Wie wird die Überwachung von Nachhaltigkeitsrisiken im Bereich Umwelt sichergestellt?,String,,,,32,Yes,
37,Environmental,Nachhaltigskeitsrisiken,Quelle,"Welche Quellen werden für die Erfassung von Nachhaltigkeitsrisiken im Bereich Umwelt verwendet?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Daten von NGOs etc.",Multiple Documents With Descriptions,,,,32,Yes,
38,Environmental,Nachhaltigskeitsrisiken,Vier-Augen-Prüfung,Ist eine Vier-Augen-Verifizierung vorhanden?,Yes/No,,,,,,
"38,1",Environmental,Nachhaltigskeitsrisiken,"Wenn Nein, bitte begründen",,String,,,,38,No,
39,Environmental,Nachhaltigskeitsrisiken,Beschreibung der Vier-Augen- Prüfung,Wie erfolgt die Vier-Augen-Verifizierung?,String,,,,38,Yes,
40,Environmental,PAIs,Sechs PAIs - Treibhausgasemissionen,"Werden die sechs PAIs bezogen auf Treibhausgasemissionen abgebildet?
Ja/Nein bezogen auf Annex I C(2022)1931",Yes/No,,,,,,
"40,1",Environmental,PAIs,"Wenn Nein, bitte begründen",,String,,,,40,No,
"40,2",Environmental,PAIs,"Wenn Ja, bitte die PAIs auflisten",,String,,,,40,Yes,
41,Environmental,PAIs,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angabe der Kennzahlen, die zur Berechnung und Abbildung der PAIs verwendet werden.",String,,,,40,Yes,
42,Environmental,PAIs,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zur Datenerhebung der o.g. Kennzahlen (z.B. Fragebogen, Interviews, Übernahme der Daten aus Geschäftsberichten, Benchmarking)",String,,,,40,Yes,
43,Environmental,PAIs,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde erfasst.",String,,,,40,Yes,
44,Environmental,PAIs,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen zur Erhebung der KPIs, zum Beispiel Geschäftsberichte von Unternehmen, nichtfinanzielle Erklärungen etc.",String,,,,40,Yes,
45,Environmental,PAIs,PAIs - biologische Vielfalt,"Wird der PAI auf Biodiversität abgebildet?
Ja/Nein bezogen auf Annex I C(2022)1931",Yes/No,,,,,,
"45,1",Environmental,PAIs,"Wenn Nein, bitte begründen (Biodiversität)",,String,,,,45,No,
46,Environmental,PAIs,Verwendete Schlüsselzahlen (Biodiversität),"Welche Kennzahlen werden verwendet?
Angabe der Kennzahlen, die zur Berechnung und Abbildung des PAIs verwendet werden.",String,,,,45,Yes,
47,Environmental,PAIs,Datenerfassung (Biodiversität),"Wie erfolgt die Datenerhebung?
Angaben zur Datenerhebung der o.g. Kennzahlen (z.B. Fragebogen, Interviews, Übernahme der Daten aus Geschäftsberichten)",String,,,,45,Yes,
48,Environmental,PAIs,Daten Plausibilitätsprüfung (Biodiversität),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen.",String,,,,45,Yes,
49,Environmental,PAIs,Datenquelle (Biodiversität),"Welche Quellen werden genutzt?
Angabe von Quellen zur Erhebung der KPIs, zum Beispiel Geschäftsberichte von Unternehmen, nichtfinanzielle Erklärungen, Interviews etc.",String,,,,45,Yes,
50,Environmental,PAIs,PAI - Wasser,"Wird der PAI auf Wasser abgebildet?
Ja/Nein bezogen auf Annex I C(2022)1931",Yes/No,,,,,,
"50,1",Environmental,PAIs,"Wenn Nein, bitte begründen (Wasser)",,String,,,,50,No,
51,Environmental,PAIs,Verwendete Schlüsselzahlen (Wasser),"Welche Kennzahlen werden verwendet?
Angabe der Kennzahlen, die zur Berechnung und Abbildung der PAIs verwendet werden.",String,,,,50,Yes,
52,Environmental,PAIs,Datenerfassung (Wasser),"Wie erfolgt die Datenerhebung?
Angaben zur Datenerhebung der o.g. Kennzahlen (z.B. Fragebogen, Interviews, Übernahme der Daten aus Geschäftsberichten)",String,,,,50,Yes,
53,Environmental,PAIs,Daten Plausibilitätsprüfung (Wasser),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen.",String,,,,50,Yes,
54,Environmental,PAIs,Datenquelle (Wasser),"Welche Quellen werden genutzt?
Angabe von Quellen zur Erhebung der KPIs, zum Beispiel Geschäftsberichte von Unternehmen, nichtfinanzielle Erklärungen, Interviews, Daten von NGOs etc.",String,,,,50,Yes,
55,Environmental,PAIs,PAI - Abfall,"Wird der PAI auf Abfall abgebildet?
Ja/Nein bezogen auf Annex I C(2022)1931",Yes/No,,,,,,
"55,1",Environmental,PAIs,"Wenn Nein, bitte begründen (Abfall)",,String,,,,55,No,
56,Environmental,PAIs,Verwendete Schlüsselzahlen (Abfall),"Welche Kennzahlen werden verwendet?
Angabe der Kennzahlen, die zur Berechnung und Abbildung des PAIs verwendet werden.",String,,,,55,Yes,
57,Environmental,PAIs,Datenerfassung (Abfall),"Wie erfolgt die Datenerhebung?
Angaben zur Datenerhebung der o.g. Kennzahlen (z.B. Fragebogen, Interviews, Übernahme der Daten aus Geschäftsberichten)",String,,,,55,Yes,
58,Environmental,PAIs,Daten Plausibilitätsprüfung (Abfall),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen.",String,,,,55,Yes,
59,Environmental,PAIs,Datenquelle (Abfall),"Welche Quellen werden genutzt?
Angabe von Quellen zur Erhebung der KPIs, zum Beispiel Geschäftsberichte von Unternehmen, nichtfinanzielle Erklärung, Daten von NGOs etc.",String,,,,55,Yes,
60,Environmental,PAIs,PAI - Umwelt auf dem Land,"Wir der PAI auf Umwelt bei Staaten abgebildet?
Ja/Nein bezogen auf Annex I C(2022)1931",Yes/No,,,,,,
"60,1",Environmental,PAIs,"Wenn Nein, bitte begründen (Umwelt auf dem Land)",,String,,,,60,No,
61,Environmental,PAIs,Verwendete Schlüsselzahlen (Umwelt auf dem Land),"Welche Kennzahlen werden verwendet?
Angabe der Kennzahlen, die zur Berechnung und Abbildung des PAIs verwendet werden.",String,,,,60,Yes,
62,Environmental,PAIs,Datenerfassung (Umwelt auf dem Land),"Wie erfolgt die Datenerhebung?
Angaben zur Datenerhebung der o.g. Kennzahlen (z.B. Fragebogen)",String,,,,60,Yes,
63,Environmental,PAIs,Daten Plausibilitätsprüfung (Umwelt auf dem Land),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen.",String,,,,60,Yes,
64,Environmental,PAIs,Datenquelle (Umwelt auf dem Land),"Welche Quellen werden genutzt?
Angabe von Quellen zur Erhebung der KPIs, zum Beispiel Umweltbundesamt)",String,,,,60,Yes,
65,Environmental,SFDR,Methodik zur Messung eines signifikanten Beitrags zu einem Umweltziel,"Wie erfolgt die Abbildung eines wesentlichen Beitrages zu einem Umweltziel?
Angaben darüber ob mit der Methodik ein wesentlicher Beitrag zu einem Umweltziel gemessen werden kann und wenn ja, zu welchem und wie.",String,,,,,,
66,Environmental,Kontroverse Geschäftsfelder,Ausschluss der Tabakerzeugung (Tabakerzeugung),Kann mit der Methodik Umsatz aus der Tabakproduktion ausgeschlossen werden?,Yes/No,,,,,,
"66,1",Environmental,Kontroverse Geschäftsfelder,"Wenn Nein, bitte begründen (Tabakerzeugung)",,String,,,,66,No,
67,Environmental,Kontroverse Geschäftsfelder,Metrisch verwendet (Tabakerzeugung),"Welche Kennzahl wird für die Messung des Umsatzes aus Tabakproduktion herangezogen?
Angaben zu der Zusammensetzung der Kennzahl zur Berechnung des Umsatzes aus der Tabakproduktion.",String,,,,66,Yes,
68,Environmental,Kontroverse Geschäftsfelder,Methodik der Berechnung (Tabakerzeugung),"Wie erfolgt die Berechnung?
Angaben zur Methodik zur Berechnung des Umsatzes aus der Tabakproduktion.",String,,,,66,Yes,
69,Environmental,Kontroverse Geschäftsfelder,Verwendete Quellen (Tabakerzeugung),"Welche Quellen werden verwendet?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen",String,,,,66,Yes,
70,Environmental,Kontroverse Geschäftsfelder,Ausschluss der Kohleförderung und -verteilung,Kann mit der Methodik Umsatz aus der Herstellung und dem Vertrieb von Kohle ausgeschlossen werden?,Yes/No,,,,,,
"70,1",Environmental,Kontroverse Geschäftsfelder,"Wenn Nein, bitte begründen (Kohleerzeugung)",,String,,,,70,No,
71,Environmental,Kontroverse Geschäftsfelder,Metrisch verwendet (Kohleerzeugung),"Welche Kennzahl wird für die Messung des Umsatzes aus Kohle herangezogen?
Angaben zu der Zusammensetzung der Kennzahl zur Berechnung des Umsatzes aus Kohle.",String,,,,70,Yes,
72,Environmental,Kontroverse Geschäftsfelder,Methodik der Berechnung (Kohleerzeugung),"Wie erfolgt die Berechnung?
Angaben zur Methodik zur Berechnung des Umsatzes aus Kohle.",String,,,,70,Yes,
73,Environmental,Kontroverse Geschäftsfelder,Verwendete Quellen (Kohleerzeugung),"Welche Quellen werden verwendet?Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen",String,,,,70,Yes,
74,Social,Nachhaltigskeitsrisiken,Methodik Soziale Nachhaltigkeitsrisiken,"Werden Nachhaltigkeitsrisiken bezogen auf den Bereich Soziales in der Methodik abgebildet?
Nachhaltigkeitsrisiken können einen wesentlichen negativen Einfluss auf die Performance eines Unternehmens haben. Angaben dazu, ob Nachhaltigkeitsrisiken aus dem Bereich Soziales in der Methodik abgebildet werden.",Yes/No,,,,,,
"74,1",Social,Nachhaltigskeitsrisiken,"Wenn Nein, bitte begründen (Nachhaltigkeitsrisiken)",,String,,,,74,No,
75,Social,Nachhaltigskeitsrisiken,Kartierte soziale Nachhaltigkeitsrisiken ,"Welche Nachhaltigkeitsrisiken im Bereich Soziales werden abgebildet?
Aufführung der Nachhaltigkeitsrisiken, die abgebildet werden können (z.B. Risiken in Bezug auf Arbeitnehmerbelange, Demographie, Gesundheitsschutz).",String,,,,74,Yes,
76,Social,Nachhaltigskeitsrisiken,Identifizierung wesentlicher sozialer Nachhaltigkeitsrisiken und Konstruktionsmethodik,"Wie werden wesentliche Nachhaltigkeitsrisiken eines Unternehmens im Bereich Soziales identifiziert und berücksichtigt?
Angaben zur Wesentlichkeitsanalyse bei der Einstufung der Wesentlichkeit eines Risikos bezogen auf ein Unternehmen. Sowie Angaben dazu, wie sich die unterschiedliche Risikoeinstufung in der Methodik widerspiegelt.",String,,,,74,Yes,
77,Social,Nachhaltigskeitsrisiken,Soziale Bewertung unter Berücksichtigung von Nachhaltigkeitsrisiken,"Wie werden Nachhaltigkeitsrisiken in der Bewertung bezogen auf den Bereich Soziales berücksichtigt?
Angaben dazu, ob Nachhaltigkeitsrisiken aus dem Bereich Soziales in die Erstellung des Ratings miteinbezogen werden und wenn ja wie.",String,,,,,,
78,Social,Nachhaltigskeitsrisiken,Soziale Nachhaltigkeitsrisiken absichern,Wie wird die Überwachung von Nachhaltigkeitsrisiken im Bereich Soziales sichergestellt?,String,,,,,,
79,Social,Nachhaltigskeitsrisiken,Quelle,"Welche Quellen werden für die Erfassung von Nachhaltigkeitsrisiken im Bereich Soziales verwendet?
Angabe von Quellen, zum Beispiel Nachhaltigkeitsberichte, ethische Richtlinien, etc.)",String,,,,,,
80,Social,Nachhaltigskeitsrisiken,Vier-Augen-Prüfung,Ist eine Vier-Augen-Verifizierung vorhanden?,Yes/No,,,,,,
"80,1",Social,Nachhaltigskeitsrisiken,"Wenn Nein, bitte begründen (Vier-Augen-Prüfung)",,String,,,,80,No,
81,Social,Nachhaltigskeitsrisiken,Beschreibung der Vier-Augen- Prüfung,Wie erfolgt die Vier-Augen-Verifizierung?,String,,,,80,Yes,
82,Social,PAIs,PAI - sozial ,"Werden die Sozialen PAIs bei Unternehmen abgebildet?
Ja/Nein bezogen auf Annex I C(2022)1931",Yes/No,,,,,,
"82,1",Social,PAIs,"Wenn Nein, bitte begründen (soziale Unternehmen)",,String,,,,82,No,
83,Social,PAIs,Verwendete Schlüsselzahlen (soziale Unternehmen),"Welche Kennzahlen werden verwendet?
Angabe der Kennzahlen, die zur Berechnung und Abbildung der PAIs verwendet werden.",String,,,,82,Yes,
84,Social,PAIs,Datenerfassung (soziale Unternehmen),"Wie erfolgt die Datenerhebung?
Angaben zur Datenerhebung der o.g. Kennzahlen (z.B. Fragebogen, Interviews, Übernahme der Daten aus Geschäftsberichten)",String,,,,82,Yes,
85,Social,PAIs,Daten Plausibilitätsprüfung (soziale Unternehmen),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen.",String,,,,82,Yes,
86,Social,PAIs,Datenquelle (soziale Unternehmen),"Welche Quellen werden genutzt?
Angabe von Quellen zur Erhebung der KPIs, zum Beispiel Geschäftsberichte von Unternehmen, Gender Pay Report etc.",String,,,,82,Yes,
87,Social,PAIs,PAI - Soziales auf dem Land,"Werden die Sozialen PAIs bei Staaten abgebildet?
Ja/Nein bezogen auf Annex I C(2022)1931",Yes/No,,,,,,
"87,1",Social,PAIs,"Wenn Nein, bitte begründen (Soziales auf dem Land)",,String,,,,87,No,
88,Social,PAIs,Verwendete Schlüsselzahlen (Soziales auf dem Land),"Welche Kennzahlen werden verwendet?
Angabe der Kennzahlen, die zur Berechnung und Abbildung der PAIs verwendet werden.",String,,,,87,Yes,
89,Social,PAIs,Datenerfassung (Soziales auf dem Land),"Wie erfolgt die Datenerhebung?
Angaben zur Datenerhebung der o.g. Kennzahlen (z.B. Fragebogen, Interviews, Übernahme der Daten aus Geschäftsberichten)",String,,,,87,Yes,
90,Social,PAIs,Daten Plausibilitätsprüfung (Soziales auf dem Land),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen.",String,,,,87,Yes,
91,Social,PAIs,Datenquelle (Soziales auf dem Land),"Welche Quellen werden genutzt?
Angabe von Quellen zur Erhebung der KPIs, zum Beispiel Freedom House Index",String,,,,87,Yes,
92,Social,SFDR,Methodik zur Messung des signifikanten Beitrags zu einem gesellschaftlichen Ziel,"Wie erfolgt die Abbildung eines wesentlichen Beitrages zu einem sozialen Ziel?
Angaben darüber ob mit der Methodik ein wesentlicher Beitrag zu einem sozialen Ziel gemessen werden kann und wenn ja, wie.",String,,,,,,
93,Social,Kontroverse Geschäftsfelder,Herstellung oder Vertrieb von Waffen Ausschluss,Kann mit der Methodik Umsatz aus der Herstellung oder dem Vertrieb von Waffen ausgeschlossen werden?,Yes/No,,,,,,
"93,1",Social,Kontroverse Geschäftsfelder,"Wenn Nein, bitte begründen (Waffen)",,String,,,,93,No,
94,Social,Kontroverse Geschäftsfelder,Metrisch verwendet (Waffen),"Welche Kennzahl wird für die Messung des Umsatzes aus Waffen herangezogen?
Angaben zu der Zusammensetzung der Kennzahl zur Berechnung des Umsatzes aus Waffen.",String,,,,93,Yes,
95,Social,Kontroverse Geschäftsfelder,Methodik der Berechnung (Waffen),"Wie erfolgt die Berechnung?
Angaben zur Methodik zur Berechnung des Umsatzes aus Waffen.",String,,,,93,Yes,
96,Social,Kontroverse Geschäftsfelder,Verwendete Quellen (Waffen),"Welche Quellen werden verwendet?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen",String,,,,93,Yes,
97,Social,Kontroverse Geschäftsfelder,Ausschluss verbotener Waffen,Können mit der Methodik geächtete Waffen ausgeschlossen werden?,Yes/No,,,,,,
"97,1",Social,Kontroverse Geschäftsfelder,"Wenn Nein, bitte begründen (verbotene Waffen)",,String,,,,97,No,
98,Social,Kontroverse Geschäftsfelder,Metrisch verwendet (verbotene Waffen),"Welche Kennzahl wird für geächtete Waffen herangezogen?
Angaben zu den Bestandteilen der Kennzahl zur Abbildung geächteter Waffen.",String,,,,97,Yes,
99,Social,Kontroverse Geschäftsfelder,Verwendete Quellen (verbotene Waffen),"Welche Quellen werden verwendet?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen",String,,,,97,Yes,
100,Governance,Good Governance,Methodik der guten Regierungsführung,Können Good Governance Aspekte im Rahmen der Methodik berücksichtigt werden?,Yes/No,,,,,,
"100,1",Governance,Good Governance,"Wenn Nein, bitte begründen (Good Governance)",,String,,,,100,No,
101,Governance,Good Governance,Definition von guter Regierungsführung,"Wie wird Good Governance im Rahmen der Methodik definiert?
Definition von Good Governance im Rahmen der Methodik.",String,,,,100,Yes,
102,Governance,Good Governance,Liste der KPIs für gute Unternehmensführung,"Welche KPIs werden zur Berurteilung einer Good Governance genutzt?
Aufführung der KPIs zur Beurteilung von Good Governance.",String,,,,100,Yes,
103,Governance,Good Governance,Verwendete Quellen (Good Governance),"Welche Quellen werden verwendet?
Angabe von Quellen, zum Beispiel Nachhaltigkeitsberichte, Internetseiten von Unternehmen.",String,,,,100,Yes,
104,Governance,Global Compact,Berücksichtigung des UNGC,Werden die UNGC in der Analyse berücksichtigt?,Yes/No,,,,,,
"104,1",Governance,Global Compact,"Wenn Nein, bitte begründen (Global Compact)",,String,,,,104,No,
105,Governance,Global Compact,Berücksichtigung der UNGC- Beschreibung,"Wie erfolgt die Berücksichtigung der UNGC?
Wenn eine Berücksichtigung der UNGC erfolgt Angaben darüber, wie die Berücksichtigung abgebildet wird.",String,,,,104,Yes,
106,Governance,Global Compact,Verwendete Quellen (Global Compact),"Welche Quellen werden verwendet?
Angabe von Quellen, zum Beispiel UNGC, Nachhaltigkeitsberichte",String,,,,104,Yes,
107,Governance,Kontroverse Geschäftsfelder,Kontroversen im Bereich der Bestechung und Korruption,Werden Kontroversen im Bereich Bestechung und Korruption abgebildet?,Yes/No,,,,,,
"107,1",Governance,Kontroverse Geschäftsfelder,"Wenn Nein, bitte begründen (Kontroverse Geschäftsfelder)",,String,,,,107,No,
108,Governance,Kontroverse Geschäftsfelder,Verwendete Metriken und Methodik,"Wie werden Kontroversen im Bereich Bestechung und Korruption abgebildet?
Angabe von Kennzahlen und Methodiken zur Abbildung von Kontroversen im Bereich Bestechung und Korruption.",String,,,,107,Yes,
109,Governance,Kontroverse Geschäftsfelder,Verwendete Quellen (Kontroverse Geschäftsfelder),"Welche Datenquellen werden verwendet?
Angabe von Quellen, zum Beispiel rennomierte Wirtschafts- und Finanzzeitungen, Glass Lewis",String,,,,107,Yes,
110,Governance,Kontroverse Geschäftsfelder,Die Aktualität der Kontroversen im Bereich Bestechung und Korruption,"Wie wird die Aktualität der Kontroversen im Bereich Bestechung und Korruption gewährleistet?
Angaben dazu, wie Adhoc/kurzfristige Meldungen bei Emittenten überwacht und in die Methodik integriert werden sowie darüber in welchem Zeitraum die Kontroversen angepasst werden.",String,,,,107,Yes,
